_id,correlation
4723700,"{'CNAE_PRINCIPAL': 4723700, 'CNAE_SECUNDARIA': '4930201,4755502,4789099', 'count': 1}"
4723700,"{'CNAE_PRINCIPAL': 4723700, 'CNAE_SECUNDARIA': '4789099,3600602', 'count': 1}"
4723700,"{'CNAE_PRINCIPAL': 4723700, 'CNAE_SECUNDARIA': '4789099,4752100', 'count': 1}"
4723700,"{'CNAE_PRINCIPAL': 4723700, 'CNAE_SECUNDARIA': '4712100,5611204', 'count': 1}"
4774100,"{'CNAE_PRINCIPAL': 4774100, 'CNAE_SECUNDARIA': '4783102,9529199,4789008', 'count': 1}"
4774100,"{'CNAE_PRINCIPAL': 4774100, 'count': 1}"
4642701,"{'CNAE_PRINCIPAL': 4642701, 'CNAE_SECUNDARIA': '4643501,4641902', 'count': 1}"
9492800,"{'CNAE_PRINCIPAL': 9492800, 'count': 1}"
7990200,"{'CNAE_PRINCIPAL': 7990200, 'CNAE_SECUNDARIA': '7912100,8592999,8230001,8599604', 'count': 1}"
4742300,"{'CNAE_PRINCIPAL': 4742300, 'count': 1}"
4930204,"{'CNAE_PRINCIPAL': 4930204, 'count': 3}"
4930204,"{'CNAE_PRINCIPAL': 4930204, 'CNAE_SECUNDARIA': 4930202, 'count': 1}"
3101200,"{'CNAE_PRINCIPAL': 3101200, 'CNAE_SECUNDARIA': '4930204,4754701,3329501,4744002', 'count': 1}"
3101200,"{'CNAE_PRINCIPAL': 3101200, 'count': 5}"
7732201,"{'CNAE_PRINCIPAL': 7732201, 'CNAE_SECUNDARIA': '3839499,4313400,4330404,4330499,7739099,7820500,8129000', 'count': 1}"
7732201,"{'CNAE_PRINCIPAL': 7732201, 'CNAE_SECUNDARIA': 3321000, 'count': 1}"
4930201,"{'CNAE_PRINCIPAL': 4930201, 'CNAE_SECUNDARIA': '4930204,4929901', 'count': 1}"
4930201,"{'CNAE_PRINCIPAL': 4930201, 'CNAE_SECUNDARIA': 4755503, 'count': 1}"
4930201,"{'CNAE_PRINCIPAL': 4930201, 'CNAE_SECUNDARIA': '3811400,4930204,4930202', 'count': 1}"
4930201,"{'CNAE_PRINCIPAL': 4930201, 'CNAE_SECUNDARIA': '4930202,5212500,5250804', 'count': 1}"
4930201,"{'CNAE_PRINCIPAL': 4930201, 'count': 5}"
4930201,"{'CNAE_PRINCIPAL': 4930201, 'CNAE_SECUNDARIA': '7711000,7732201,7731400,7739099,7719599,0161099', 'count': 1}"
4930201,"{'CNAE_PRINCIPAL': 4930201, 'CNAE_SECUNDARIA': 4930204, 'count': 2}"
9609208,"{'CNAE_PRINCIPAL': 9609208, 'count': 2}"
4763601,"{'CNAE_PRINCIPAL': 4763601, 'count': 2}"
4763601,"{'CNAE_PRINCIPAL': 4763601, 'CNAE_SECUNDARIA': '4757100,4789005', 'count': 1}"
7721700,"{'CNAE_PRINCIPAL': 7721700, 'CNAE_SECUNDARIA': 9329803, 'count': 1}"
7721700,"{'CNAE_PRINCIPAL': 7721700, 'count': 2}"
3314711,"{'CNAE_PRINCIPAL': 3314711, 'CNAE_SECUNDARIA': '4930201,5612100,5620101,4530703,4789005,0161001,4929901,4520001', 'count': 1}"
4520002,"{'CNAE_PRINCIPAL': 4520002, 'CNAE_SECUNDARIA': '4530704,4530703', 'count': 1}"
4520002,"{'CNAE_PRINCIPAL': 4520002, 'CNAE_SECUNDARIA': '4520001,4520005', 'count': 1}"
4520002,"{'CNAE_PRINCIPAL': 4520002, 'count': 3}"
4520002,"{'CNAE_PRINCIPAL': 4520002, 'CNAE_SECUNDARIA': '4520001,4520004,4530703', 'count': 1}"
9001901,"{'CNAE_PRINCIPAL': 9001901, 'CNAE_SECUNDARIA': '7739099,8592999,8230001,8599699,8592902', 'count': 1}"
8630501,"{'CNAE_PRINCIPAL': 8630501, 'CNAE_SECUNDARIA': '8630503,8650004,9602502', 'count': 1}"
8130300,"{'CNAE_PRINCIPAL': 8130300, 'count': 3}"
8230001,"{'CNAE_PRINCIPAL': 8230001, 'CNAE_SECUNDARIA': '4322303,4781400,4789099', 'count': 1}"
8230001,"{'CNAE_PRINCIPAL': 8230001, 'CNAE_SECUNDARIA': 7319002, 'count': 2}"
8230001,"{'CNAE_PRINCIPAL': 8230001, 'CNAE_SECUNDARIA': 7729202, 'count': 1}"
8230001,"{'CNAE_PRINCIPAL': 8230001, 'count': 5}"
8230001,"{'CNAE_PRINCIPAL': 8230001, 'CNAE_SECUNDARIA': 4781400, 'count': 1}"
2543800,"{'CNAE_PRINCIPAL': 2543800, 'CNAE_SECUNDARIA': '2229301,2229302,2593400,3240099', 'count': 1}"
139306,"{'CNAE_PRINCIPAL': 139306, 'count': 2}"
4744099,"{'CNAE_PRINCIPAL': 4744099, 'CNAE_SECUNDARIA': '4789099,4723700', 'count': 1}"
4744099,"{'CNAE_PRINCIPAL': 4744099, 'count': 5}"
4744099,"{'CNAE_PRINCIPAL': 4744099, 'CNAE_SECUNDARIA': '4744001,4744002,4744003,4744004,4744005,4744006,4754703,4789004,4930202,7739099', 'count': 1}"
4744099,"{'CNAE_PRINCIPAL': 4744099, 'CNAE_SECUNDARIA': 4729699, 'count': 1}"
4930203,"{'CNAE_PRINCIPAL': 4930203, 'CNAE_SECUNDARIA': 4930202, 'count': 1}"
8599604,"{'CNAE_PRINCIPAL': 8599604, 'CNAE_SECUNDARIA': '6920601,8599605,8599699', 'count': 1}"
8599604,"{'CNAE_PRINCIPAL': 8599604, 'CNAE_SECUNDARIA': '8599605,4322301,8599699', 'count': 1}"
8599604,"{'CNAE_PRINCIPAL': 8599604, 'count': 2}"
8599604,"{'CNAE_PRINCIPAL': 8599604, 'CNAE_SECUNDARIA': 8599605, 'count': 1}"
6912500,"{'CNAE_PRINCIPAL': 6912500, 'count': 1}"
3299003,"{'CNAE_PRINCIPAL': 3299003, 'count': 1}"
4724500,"{'CNAE_PRINCIPAL': 4724500, 'CNAE_SECUNDARIA': 5612100, 'count': 1}"
4724500,"{'CNAE_PRINCIPAL': 4724500, 'count': 2}"
4724500,"{'CNAE_PRINCIPAL': 4724500, 'CNAE_SECUNDARIA': 4712100, 'count': 1}"
7490104,"{'CNAE_PRINCIPAL': 7490104, 'CNAE_SECUNDARIA': '4618401,5250801', 'count': 1}"
8112500,"{'CNAE_PRINCIPAL': 8112500, 'count': 5}"
3299002,"{'CNAE_PRINCIPAL': 3299002, 'count': 1}"
5912099,"{'CNAE_PRINCIPAL': 5912099, 'CNAE_SECUNDARIA': '7420001,7420004', 'count': 1}"
6319400,"{'CNAE_PRINCIPAL': 6319400, 'count': 1}"
4329104,"{'CNAE_PRINCIPAL': 4329104, 'count': 1}"
152102,"{'CNAE_PRINCIPAL': 152102, 'CNAE_SECUNDARIA': '0151201,0151202,0162899', 'count': 1}"
4743100,"{'CNAE_PRINCIPAL': 4743100, 'CNAE_SECUNDARIA': '4744001,4729602,4723700,4330402', 'count': 1}"
4743100,"{'CNAE_PRINCIPAL': 4743100, 'CNAE_SECUNDARIA': 4330499, 'count': 1}"
4729699,"{'CNAE_PRINCIPAL': 4729699, 'CNAE_SECUNDARIA': 5612100, 'count': 1}"
4729699,"{'CNAE_PRINCIPAL': 4729699, 'CNAE_SECUNDARIA': '4721103,5612100', 'count': 1}"
4729699,"{'CNAE_PRINCIPAL': 4729699, 'CNAE_SECUNDARIA': '4763602,4755502', 'count': 1}"
4729699,"{'CNAE_PRINCIPAL': 4729699, 'count': 5}"
4729699,"{'CNAE_PRINCIPAL': 4729699, 'CNAE_SECUNDARIA': 1053800, 'count': 1}"
4729699,"{'CNAE_PRINCIPAL': 4729699, 'CNAE_SECUNDARIA': '5611203,5611204', 'count': 1}"
2511000,"{'CNAE_PRINCIPAL': 2511000, 'CNAE_SECUNDARIA': '2439300,2599302,4613300,4614100,4619200,4669999,4672900,4673700,4679604', 'count': 1}"
9313100,"{'CNAE_PRINCIPAL': 9313100, 'CNAE_SECUNDARIA': '4729699,4763602', 'count': 1}"
9313100,"{'CNAE_PRINCIPAL': 9313100, 'count': 2}"
5320202,"{'CNAE_PRINCIPAL': 5320202, 'count': 4}"
5320202,"{'CNAE_PRINCIPAL': 5320202, 'CNAE_SECUNDARIA': '4923001,4782201', 'count': 1}"
4772500,"{'CNAE_PRINCIPAL': 4772500, 'CNAE_SECUNDARIA': 4782202, 'count': 1}"
4772500,"{'CNAE_PRINCIPAL': 4772500, 'CNAE_SECUNDARIA': '9602501,4781400,4789099', 'count': 1}"
4772500,"{'CNAE_PRINCIPAL': 4772500, 'CNAE_SECUNDARIA': '4763601,4755502,4789001,8219901,4789099,4789005', 'count': 1}"
4772500,"{'CNAE_PRINCIPAL': 4772500, 'CNAE_SECUNDARIA': '4755503,4761003,4781400,4782201,4782202,4783101,4783102,4789001', 'count': 1}"
4772500,"{'CNAE_PRINCIPAL': 4772500, 'count': 9}"
4772500,"{'CNAE_PRINCIPAL': 4772500, 'CNAE_SECUNDARIA': '4646001,7729202', 'count': 1}"
4772500,"{'CNAE_PRINCIPAL': 4772500, 'CNAE_SECUNDARIA': '4646001,4637199,4729699,8219999,7020400', 'count': 1}"
4772500,"{'CNAE_PRINCIPAL': 4772500, 'CNAE_SECUNDARIA': 9602502, 'count': 1}"
6810201,"{'CNAE_PRINCIPAL': 6810201, 'CNAE_SECUNDARIA': 6810202, 'count': 1}"
1610203,"{'CNAE_PRINCIPAL': 1610203, 'CNAE_SECUNDARIA': 210107, 'count': 1}"
4329103,"{'CNAE_PRINCIPAL': 4329103, 'CNAE_SECUNDARIA': '6399200,8111700,8121400,8129000,8219999,8599604', 'count': 1}"
8030700,"{'CNAE_PRINCIPAL': 8030700, 'count': 1}"
9602502,"{'CNAE_PRINCIPAL': 9602502, 'CNAE_SECUNDARIA': '9602501,8599699,4772500', 'count': 1}"
9602502,"{'CNAE_PRINCIPAL': 9602502, 'CNAE_SECUNDARIA': '5612100,9602501,4789099,4772500,4773300', 'count': 1}"
9602502,"{'CNAE_PRINCIPAL': 9602502, 'count': 9}"
9602502,"{'CNAE_PRINCIPAL': 9602502, 'CNAE_SECUNDARIA': 9602501, 'count': 1}"
9602502,"{'CNAE_PRINCIPAL': 9602502, 'CNAE_SECUNDARIA': 4772500, 'count': 1}"
2539001,"{'CNAE_PRINCIPAL': 2539001, 'CNAE_SECUNDARIA': 4399199, 'count': 1}"
3321000,"{'CNAE_PRINCIPAL': 3321000, 'CNAE_SECUNDARIA': '4322303,4751201,4322302,8599604,4789007', 'count': 1}"
3321000,"{'CNAE_PRINCIPAL': 3321000, 'CNAE_SECUNDARIA': '4399103,3314702,2543800', 'count': 1}"
3321000,"{'CNAE_PRINCIPAL': 3321000, 'count': 1}"
3321000,"{'CNAE_PRINCIPAL': 3321000, 'CNAE_SECUNDARIA': '9511800,8599603,6190699', 'count': 1}"
8291100,"{'CNAE_PRINCIPAL': 8291100, 'CNAE_SECUNDARIA': 8211300, 'count': 1}"
4530702,"{'CNAE_PRINCIPAL': 4530702, 'count': 1}"
6391700,"{'CNAE_PRINCIPAL': 6391700, 'count': 1}"
8630504,"{'CNAE_PRINCIPAL': 8630504, 'CNAE_SECUNDARIA': 8640205, 'count': 1}"
8630504,"{'CNAE_PRINCIPAL': 8630504, 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'CNAE_SECUNDARIA': '4754703,7420004,4789008', 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'CNAE_SECUNDARIA': 5912099, 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'CNAE_SECUNDARIA': 4330404, 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'CNAE_SECUNDARIA': 8230001, 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'CNAE_SECUNDARIA': '4789001,9511800,4781400,8599603,4752100,6190699,8219999,4520005,4785799,4789008,4751201', 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'CNAE_SECUNDARIA': '5812302,5812301,7420002,5912099,8219999,5811500,5819100,5813100', 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'CNAE_SECUNDARIA': '8592999,9002702,8230001,9001906,1813099,3299099', 'count': 1}"
7420001,"{'CNAE_PRINCIPAL': 7420001, 'CNAE_SECUNDARIA': '5819100,5811500,5620104,5812302,5912099,1096100,5812301,4759899,5813100,4753900,8230001', 'count': 1}"
161002,"{'CNAE_PRINCIPAL': 161002, 'CNAE_SECUNDARIA': 1622699, 'count': 1}"
151202,"{'CNAE_PRINCIPAL': 151202, 'CNAE_SECUNDARIA': 151201, 'count': 2}"
1412601,"{'CNAE_PRINCIPAL': 1412601, 'CNAE_SECUNDARIA': '1412602,4772500', 'count': 1}"
1412601,"{'CNAE_PRINCIPAL': 1412601, 'CNAE_SECUNDARIA': '4781400,1412602,7723300', 'count': 1}"
1412601,"{'CNAE_PRINCIPAL': 1412601, 'count': 7}"
1412601,"{'CNAE_PRINCIPAL': 1412601, 'CNAE_SECUNDARIA': 1412602, 'count': 1}"
8650004,"{'CNAE_PRINCIPAL': 8650004, 'count': 2}"
4929902,"{'CNAE_PRINCIPAL': 4929902, 'CNAE_SECUNDARIA': '7911200,4929901', 'count': 1}"
9411100,"{'CNAE_PRINCIPAL': 9411100, 'CNAE_SECUNDARIA': '7020400,8230001,8299799,9499500', 'count': 1}"
1414200,"{'CNAE_PRINCIPAL': 1414200, 'CNAE_SECUNDARIA': '1521100,1529700', 'count': 1}"
4623109,"{'CNAE_PRINCIPAL': 4623109, 'CNAE_SECUNDARIA': '0162801,4619200,4623101,4623106,4683400,4692300,4744001,4771704,4789002,4789004,4789005,4789099,4930201,4930202,7490103,7490199,7500100', 'count': 1}"
4665600,"{'CNAE_PRINCIPAL': 4665600, 'CNAE_SECUNDARIA': '3314707,4614100,4649401,4661300,4751201,4753900,4789007,9511800', 'count': 1}"
8592999,"{'CNAE_PRINCIPAL': 8592999, 'CNAE_SECUNDARIA': '9602502,8592902', 'count': 1}"
8592999,"{'CNAE_PRINCIPAL': 8592999, 'CNAE_SECUNDARIA': '9001901,3811400,8230001,8599699,8599604,3299099', 'count': 1}"
8592999,"{'CNAE_PRINCIPAL': 8592999, 'CNAE_SECUNDARIA': '9329899,8599604,8592902,8592903', 'count': 1}"
8592999,"{'CNAE_PRINCIPAL': 8592999, 'CNAE_SECUNDARIA': '9319199,9499500,0161099', 'count': 1}"
4752100,"{'CNAE_PRINCIPAL': 4752100, 'CNAE_SECUNDARIA': '4753900,4762800,4789007,4751201', 'count': 1}"
4752100,"{'CNAE_PRINCIPAL': 4752100, 'CNAE_SECUNDARIA': '3313999,9512600,9521500,9511800,4751201', 'count': 1}"
4752100,"{'CNAE_PRINCIPAL': 4752100, 'count': 1}"
4752100,"{'CNAE_PRINCIPAL': 4752100, 'CNAE_SECUNDARIA': '8299799,6399200', 'count': 1}"
8299799,"{'CNAE_PRINCIPAL': 8299799, 'CNAE_SECUNDARIA': '2511000,2512800,4744005,4930202,4930201,7732201,7739099,7732202,3321000,4399199,3329599,4399104', 'count': 1}"
1122499,"{'CNAE_PRINCIPAL': 1122499, 'count': 1}"
4330499,"{'CNAE_PRINCIPAL': 4330499, 'count': 1}"
4330499,"{'CNAE_PRINCIPAL': 4330499, 'CNAE_SECUNDARIA': '4330405,4330404,4399199,4330402', 'count': 1}"
5620101,"{'CNAE_PRINCIPAL': 5620101, 'CNAE_SECUNDARIA': '5620104,5611201', 'count': 1}"
5620101,"{'CNAE_PRINCIPAL': 5620101, 'CNAE_SECUNDARIA': '5620104,5611203,1094500,1091102', 'count': 1}"
5620101,"{'CNAE_PRINCIPAL': 5620101, 'CNAE_SECUNDARIA': 5612100, 'count': 1}"
5620101,"{'CNAE_PRINCIPAL': 5620101, 'CNAE_SECUNDARIA': '5620104,5612100,5611201', 'count': 1}"
4759899,"{'CNAE_PRINCIPAL': 4759899, 'CNAE_SECUNDARIA': '4763601,4721104,4755501,4753900,4751201,4713002', 'count': 1}"
4759899,"{'CNAE_PRINCIPAL': 4759899, 'count': 2}"
4759899,"{'CNAE_PRINCIPAL': 4759899, 'CNAE_SECUNDARIA': '4721104,4755502,4781400,4772500,4761003,4789001,4763601,4789099', 'count': 1}"
9001902,"{'CNAE_PRINCIPAL': 9001902, 'CNAE_SECUNDARIA': '5811500,5813100,5920100,7420001,7420004,7490105,7729202,8230001,8592903,8592999,8599699', 'count': 1}"
9001902,"{'CNAE_PRINCIPAL': 9001902, 'count': 2}"
9001902,"{'CNAE_PRINCIPAL': 9001902, 'CNAE_SECUNDARIA': '8599699,8592903', 'count': 2}"
9329899,"{'CNAE_PRINCIPAL': 9329899, 'CNAE_SECUNDARIA': 7721700, 'count': 1}"
9491000,"{'CNAE_PRINCIPAL': 9491000, 'count': 4}"
4744005,"{'CNAE_PRINCIPAL': 4744005, 'count': 1}"
6491300,"{'CNAE_PRINCIPAL': 6491300, 'count': 1}"
5229099,"{'CNAE_PRINCIPAL': 5229099, 'CNAE_SECUNDARIA': '4729601,4723700,3101200,4929901,4929902,4744002', 'count': 1}"
9001906,"{'CNAE_PRINCIPAL': 9001906, 'CNAE_SECUNDARIA': '4321500,4329105,3313901,3313999,4329104', 'count': 1}"
1093701,"{'CNAE_PRINCIPAL': 1093701, 'CNAE_SECUNDARIA': 5620104, 'count': 1}"
7319004,"{'CNAE_PRINCIPAL': 7319004, 'CNAE_SECUNDARIA': 7020400, 'count': 1}"
7119703,"{'CNAE_PRINCIPAL': 7119703, 'CNAE_SECUNDARIA': 7119799, 'count': 1}"
7119703,"{'CNAE_PRINCIPAL': 7119703, 'CNAE_SECUNDARIA': 3329501, 'count': 1}"
4722901,"{'CNAE_PRINCIPAL': 4722901, 'CNAE_SECUNDARIA': '4721103,4712100', 'count': 1}"
4722901,"{'CNAE_PRINCIPAL': 4722901, 'CNAE_SECUNDARIA': '4712100,1013901', 'count': 1}"
4722901,"{'CNAE_PRINCIPAL': 4722901, 'count': 1}"
4722901,"{'CNAE_PRINCIPAL': 4722901, 'CNAE_SECUNDARIA': 4724500, 'count': 1}"
1813001,"{'CNAE_PRINCIPAL': 1813001, 'CNAE_SECUNDARIA': 1813099, 'count': 1}"
9499500,"{'CNAE_PRINCIPAL': 9499500, 'count': 2}"
1094500,"{'CNAE_PRINCIPAL': 1094500, 'CNAE_SECUNDARIA': 4772500, 'count': 1}"
1094500,"{'CNAE_PRINCIPAL': 1094500, 'count': 1}"
4761003,"{'CNAE_PRINCIPAL': 4761003, 'CNAE_SECUNDARIA': '4789001,8219901,4713002,4761001,5819100', 'count': 1}"
7911200,"{'CNAE_PRINCIPAL': 7911200, 'count': 1}"
7911200,"{'CNAE_PRINCIPAL': 7911200, 'CNAE_SECUNDARIA': 7912100, 'count': 1}"
7911200,"{'CNAE_PRINCIPAL': 7911200, 'CNAE_SECUNDARIA': 4782202, 'count': 1}"
4929901,"{'CNAE_PRINCIPAL': 4929901, 'count': 2}"
4753900,"{'CNAE_PRINCIPAL': 4753900, 'count': 1}"
1031700,"{'CNAE_PRINCIPAL': 1031700, 'CNAE_SECUNDARIA': '4729699,1032599', 'count': 1}"
5620102,"{'CNAE_PRINCIPAL': 5620102, 'count': 3}"
9329803,"{'CNAE_PRINCIPAL': 9329803, 'CNAE_SECUNDARIA': '8230001,4781400,8299707,9329804,4772500,4763602', 'count': 1}"
159899,"{'CNAE_PRINCIPAL': 159899, 'count': 1}"
5819100,"{'CNAE_PRINCIPAL': 5819100, 'CNAE_SECUNDARIA': '9001902,8230001,7420001,7319003,5912099,5813100', 'count': 1}"
5819100,"{'CNAE_PRINCIPAL': 5819100, 'CNAE_SECUNDARIA': '7420004,5912099,8219999,7420001', 'count': 1}"
9609206,"{'CNAE_PRINCIPAL': 9609206, 'count': 1}"
9609206,"{'CNAE_PRINCIPAL': 9609206, 'CNAE_SECUNDARIA': '4923001,4723700,4729699', 'count': 1}"
9609206,"{'CNAE_PRINCIPAL': 9609206, 'CNAE_SECUNDARIA': '5611205,8230002', 'count': 1}"
9609206,"{'CNAE_PRINCIPAL': 9609206, 'CNAE_SECUNDARIA': '7420001,7420004,1813099,1813001', 'count': 1}"
3314713,"{'CNAE_PRINCIPAL': 3314713, 'count': 1}"
3314720,"{'CNAE_PRINCIPAL': 3314720, 'count': 1}"
4329101,"{'CNAE_PRINCIPAL': 4329101, 'count': 1}"
4783102,"{'CNAE_PRINCIPAL': 4783102, 'count': 1}"
4783102,"{'CNAE_PRINCIPAL': 4783102, 'CNAE_SECUNDARIA': '4783101,9529106,9529103', 'count': 1}"
2840200,"{'CNAE_PRINCIPAL': 2840200, 'CNAE_SECUNDARIA': '3102100,4754701,4754702', 'count': 1}"
6821801,"{'CNAE_PRINCIPAL': 6821801, 'CNAE_SECUNDARIA': 6822600, 'count': 1}"
8610101,"{'CNAE_PRINCIPAL': 8610101, 'CNAE_SECUNDARIA': '8630503,8630599', 'count': 1}"
4924800,"{'CNAE_PRINCIPAL': 4924800, 'count': 1}"
4924800,"{'CNAE_PRINCIPAL': 4924800, 'CNAE_SECUNDARIA': 4929901, 'count': 1}"
